1	барабанить	drum	84	0,89	2,16	344	2,85	1,81	1,10	4,50	2,7	4	9	1	off	on	on
194	одевать	dress tr	36	2,45	2,70	231	4,07	1,69	1,18	4,87	5,9	4	8	2	off	off	off
195	опускать	lower	57	2,01	3,74	844	2,55	1,90	1,38	2,66	18,3	4	9	2	off	off	off
196	останавливать	stop	60	2	2,91	190	3,72	1,92	1,53	4,18	16,6	6	14	2	off	off	off
197	открывать	open	92	0,40	2,37	138	3,75	1,24	1,19	2,81	85,7	4	10	2	off	on	on
198	открывать	open	80	1,28	2,34	243	4,66	1,33	1,12	4,43	85,7	4	10	2	off	off	off
199	отплывать	sail from	58	1,83	2,92	464	3,09	2,07	1,36	4,34	1,1	4	10	1	off	on	off
200	отрывать	tear off	99	0,08	1,83	248	3,11	1,49	1,21	3,67	11,6	4	9	2	off	off	off
201	падать	fall	96	0,32	2,64	310	3,84	1,61	1,08	4,29	84,2	3	7	1	off	off	off
202	париться	take a steam bath	90	0,73	2,98	552	3,46	2,69	1,36	4,66	3,9	3	6	1	on	on	off
203	пасти	graze	97	0,24	3,33	402	2,59	1,64	1,15	4,76	5,2	2	5	2	off	off	off
204	пастись	pasture	72	1,55	3,31	308	3,12	2,11	1,32	4,68	5,6	3	6	1	on	off	off
205	пахать	plough	78	1,10	3,27	296	2,14	2,41	1,28	4,63	9,2	2	5	2	off	on	off
206	паять	solder	85	0,99	3,12	168	2,33	2,93	1,64	4,45	0,6	3	7	2	off	on	on
207	пеленать	swaddle	95	0,36	2,67	226	3,24	2,48	1,14	4,86	1	4	9	2	off	on	on
208	перебегать	run across	76	1,24	2,77	478	4,38	1,84	1,27	4,54	4,2	5	11	2	off	off	off
209	переводить	take across	75	1,20	2,71	475	3,51	2,46	1,37	3,20	32	4	9	2	off	off	off
210	переезжать	drive across	85	0,94	3,37	502	3,71	2,29	1,54	1,89	7,5	5	11	2	off	on	off
211	перелезать	climb over	80	1,13	2,98	263	3,72	2,00	1,14	4,72	1	5	11	2	off	off	off
212	переливать	pour from one place to another	88	0,78	2,36	373	3,92	1,82	1,11	4,58	1,3	5	11	2	off	off	off
213	переплывать	sail across	58	1,68	3,25	454	2,88	2,18	1,25	3,63	0,8	5	12	2	off	on	off
214	переползать	crawl across	86	0,85	2,80	416	2,82	1,89	1,51	3,67	0,9	5	12	2	off	off	off
215	перепрыгивать	jump over	94	0,40	2,58	364	3,25	1,62	1,11	3,59	2,7	6	14	2	off	off	off
216	пересаживать	take up (a plant)	77	1,42	3,38	481	3,44	2,43	1,49	4,08	1,5	6	13	2	off	on	off
217	перетягивать	pull over	62	1,61	2,93	191	3,32	2,40	1,45	4,75	1	6	13	2	off	off	off
218	переходить	walk across	90	0,71	2,77	450	4,71	1,73	1,13	4,59	52,6	4	9	2	off	off	off
219	петь	sing	97	0,22	2,03	144	4,55	1,41	1,10	4,45	143,2	2	5	1 / 2	off	off	off
220	печатать	type	94	0,37	3,13	278	3,38	2,77	1,28	3,99	24,6	4	9	2	off	on	on
221	печь	bake	77	1,31	3,55	339	3,60	1,87	1,16	4,35	8,7	2	5	2	off	on	on
222	пилить	saw	95	0,29	2,74	144	2,94	1,87	1,08	4,70	6,3	2	5	2	off	on	on
223	пинать	kick	73	1,35	2,47	217	2,94	2,03	1,24	3,14	3,2	3	7	2	off	off	off
224	писать	write	95	0,38	1,81	95,4	4,90	2,86	1,83	4,11	444,3	2	5	2	off	on	off
225	пить	drink	93	0,45	1,80	157	4,96	2,24	1,31	4,45	200,9	1	4	2	off	on	off
226	плакать	weep	89	0,68	2,23	164	4,25	1,13	1,05	4,51	103,9	2	6	1	off	off	off
227	плевать	spit	60	1,98	2,34	146	3,52	1,73	1,12	4,53	17,6	2	6	1	off	off	off
228	плыть	sail	68	2,12	2,86	172	3,12	1,58	1,10	2,81	42,5	2	6	1	off	on	off
229	плыть	swim	90	0,64	1,82	133	4,41	2,36	1,13	4,69	42,5	2	6	1	off	off	off
230	поворачивать	turn	92	0,54	2,64	245	4,56	1,87	1,27	3,16	16,7	6	13	1	off	off	off
231	подбегать	run to	55	2,35	3,27	666	4,18	1,69	1,28	3,84	4,9	4	10	1	off	off	off
232	подглядывать	peep	69	1,08	2,67	211	2,96	1,96	1,39	4,38	3,3	5	13	1	off	off	off
233	поджигать	put on fire	96	0,30	3,02	282	2,71	2,14	1,31	3,75	3	4	10	2	off	on	off
234	подлетать	fly up to	53	2,48	2,79	285	2,72	2,22	1,55	3,78	2,1	4	10	1	off	off	off
235	подметать	sweep	65	1,06	2,96	238	4,07	1,49	1,06	4,06	3,1	4	10	2	off	on	off
236	подметать	sweep	82	0,95	2,82	210	4,24	1,70	1,07	4,65	3,1	4	10	2	off	off	off
237	подмигивать	wink	91	0,72	2,04	151	4,15	2,19	1,21	4,79	6,6	5	12	1	off	off	off
238	поднимать	lift	82	1,11	2,74	141	3,18	1,33	1,27	2,44	56,9	4	10	2	off	on	off
239	поднимать	raise	72	1,74	3,35	441	2,22	1,27	1,22	2,00	56,9	4	10	2	off	on	off
240	подниматься	walk up	95	0,38	2,40	326	4,93	1,32	1,12	3,57	75,9	5	11	1	on	off	off
241	подплывать	swim to	58	2,00	2,87	410	2,89	2,02	1,32	3,88	1,3	4	11	1	off	on	off
242	подползать	crawl to	62	2,07	2,91	363	2,78	1,87	1,35	3,56	1,3	4	11	1	off	off	off
243	поскальзываться	slip	59	1,56	2,61	414	3,46	1,95	1,19	4,26	0	6	14	1	on	off	off
244	подслушивать	overhear	93	0,43	2,52	441	3,57	2,26	1,28	4,71	4,8	5	13	1	off	off	off
245	подтягиваться	pull oneself up	96	0,3	2,15	200	3,60	2,51	1,16	4,85	2,8	6	13	1	on	on	off
246	подходить	approach	42	2,37	3,49	618	4,32	1,81	1,57	3,14	116,9	3	8	1	off	off	off
247	подчеркивать	underline	79	1,37	2,70	459	4,26	2,43	1,12	4,76	32,1	5	13	2	off	on	off
248	подъезжать	drive up	85	0,98	2,96	423	4,08	2,00	1,32	4,02	9,9	4	10	1	off	on	off
249	поить	give water	69	1,15	3,27	269	3,52	1,96	1,27	3,85	7,3	2	4	2	off	on	off
250	показывать	show	51	1,99	3,14	295	4,03	1,59	1,34	3,15	155	5	11	2	off	off	off
251	покупать	buy	87	0,78	3,11	262	4,57	1,64	1,26	4,14	74,5	4	9	2	off	on	off
252	ползти	crawl	92	0,62	2,90	157	3,19	1,49	1,10	2,75	22,7	2	6	1	off	off	off
253	поливать	water tr	98	0,16	2,55	290	4,25	1,77	1,09	4,71	11,1	4	9	2	off	on	on
254	потеть	sweat	60	1,88	2,32	150	4,36	2,37	1,64	3,96	5,3	3	7	1	off	off	off
255	прибивать	nail	54	1,86	2,50	228	3,95	2,38	1,23	4,51	1,5	4	10	2	off	on	off
256	привязывать	tie to sth	95	0,36	2,73	407	3,52	1,80	1,14	4,00	5	5	12	2	off	on	off
257	приседать	squat	96	0,27	1,74	114	4,17	1,88	1,15	4,67	3,5	4	10	1	off	off	off
258	пристегиваться	fasten oneself	77	0,96	2,70	462	4,25	2,67	1,23	4,70	0,4	6	14	1	on	on	off
259	пришивать	sew	97	0,24	2,39	394	3,98	2,01	1,12	4,75	1,8	4	10	2	off	on	off
260	продавать	sell	51	1,83	3,44	527	3,85	1,94	1,31	4,16	56,3	3	8	2	off	off	off
261	просить	ask	39	2,15	2,87	224	3,44	1,40	1,89	2,62	215,9	2	6	1	off	off	off
262	просыпаться	wake up	82	1,24	2,75	212	4,97	1,29	1,13	4,69	25,7	5	11	1	on	off	off
263	протирать	wipe	94	0,40	2,67	433	4,45	2,09	1,16	3,55	6,4	4	10	2	off	off	off
264	прыгать	jump	87	0,84	2,34	139	3,77	1,23	1,07	2,87	38,5	3	8	1	off	off	off
265	прыгать	skip	66	0,92	2,98	172	4,65	1,21	1,03	3,82	38,5	3	8	1	off	on	on
266	прясть	spin	93	0,54	2,96	265	2,08	2,59	1,80	4,63	0,8	2	6	2	off	on	on
267	прятать	hide tr	71	1,93	3,48	276	3,36	1,50	1,48	3,55	26,9	2	6	2	off	off	off
268	прятаться	hide intr	75	1,79	2,71	216	3,82	1,45	1,11	4,02	28,4	3	7	1	on	off	off
269	пугать	frighten	95	0,38	2,90	200	3,42	1,52	1,56	4,28	32,6	3	7	2	off	off	off
270	путешествовать	travel	95	0,38	3,14	218	4,27	2,30	1,62	3,09	13,2	5	13	1	off	off	off
271	пылесосить	vacuum	97	0,22	1,96	268	3,57	2,33	1,08	4,91	0,5	4	9	2	off	on	on
272	пытать	torture	87	0,9	3,47	505	2,17	1,91	1,44	3,46	6,6	3	7	2	off	on	off
273	радоваться	be glad	78	1,56	2,46	119	4,34	1,76	1,44	4,04	57,8	4	8	1	on	off	off
274	развеваться	flutter	74	1,42	2,31	213	3,47	2,67	1,35	4,44	4,4	5	11	1	on	off	off
275	разгибать	unbend	36	2,54	2,73	462	2,48	2,13	1,27	3,81	1,3	4	10	2	off	off	off
276	разговаривать	talk	60	2,02	2,61	166	4,84	1,32	1,18	3,41	95,4	6	14	1	off	on	off
277	разговаривать	talk	54	2,20	2,10	313	4,96	1,27	1,30	3,82	95,4	6	14	1	off	off	off
278	разгружать	unload	35	3,13	3,38	343	2,62	2,50	1,43	3,58	2,6	4	11	2	off	on	off
279	раздевать	undress	84	0,91	2,91	352	3,94	1,66	1,30	3,28	3	4	10	2	off	off	off
280	раздеваться	strip	70	1,07	2,43	196	4,90	1,45	1,11	3,99	11,3	5	11	1	on	off	off
281	разжигать	inflame	46	2,46	3,11	143	3,58	2,28	1,43	4,59	3,4	4	9	2	off	on	off
282	раскатывать	roll out	92	0,57	2,28	188	3,62	2,19	1,47	4,75	1,5	5	12	2	off	on	off
283	распускать	unknit	85	0,86	3,05	313	2,86	2,39	1,74	3,37	4	4	11	2	off	off	off
284	растягивать	stretch out	46	2,07	2,68	124	3,56	2,29	1,40	3,69	4,6	5	12	2	off	off	off
285	расчёсывать	brush (one's hair)	63	0,95	3,21	224	3,77	1,40	1,06	4,55	2,3	5	11	2	off	on	on
286	рвать	tear	82	0,90	2,36	220	4,07	1,43	1,13	4,46	22,2	1	4	2	off	off	off
287	регулировать	control	89	0,86	3,02	295	3,39	3,07	1,77	4,03	21	5	11	2	off	on	off
288	резать	cut	73	1,00	2,43	200	4,72	1,39	1,09	4,80	23	2	5	2	off	on	off
289	ржать	neigh	80	1,51	2,45	232	2,75	2,47	1,63	3,60	4,8	1	4	1	off	off	off
290	рисовать	draw	94	0,33	2,62	157	3,80	1,19	1,04	3,91	37,5	3	7	2	off	on	off
291	ронять	drop	85	1,07	2,96	175	3,93	1,48	1,22	3,91	8,7	3	7	2	off	off	off
292	ругать	scold	76	1,40	3,25	238	4,07	1,53	1,28	4,52	23,2	3	7	2	off	off	off
293	рыть	shovel	47	1,94	2,58	200	3,35	2,16	1,41	3,26	8,7	2	5	2	off	off	off
294	рыхлить	prong	32	3,50	3,12	382	3,38	2,71	1,61	4,26	0,7	2	6	2	off	on	off
295	садиться	sit down	56	2,63	3,04	460	4,47	1,19	1,09	4,31	77,9	3	6	1	on	off	off
296	сажать	plant	87	0,84	2,92	195	3,56	1,84	1,19	4,36	21,3	3	7	2	off	on	off
297	сбрасывать	drop	68	1,82	2,80	397	2,63	2,32	1,41	3,17	11,4	4	11	2	off	off	off
298	сверлить	drill	95	0,38	2,93	154	3,19	2,36	1,15	4,65	3,2	2	7	2	off	on	on
299	светить	shine	67	1,82	2,59	271	3,16	1,53	1,21	2,97	21,1	2	6	1	off	off	off
300	свистеть	blow the whistle	92	0,53	1,86	154	3,61	2,63	1,15	4,63	8,8	2	7	1	off	on	on
301	свистеть	whistle	74	1,31	2,04	139	3,96	1,79	1,12	4,41	8,8	2	7	1	off	off	off
302	сеять	sow	97	0,24	2,76	254	2,78	2,30	1,18	4,65	9,9	2	5	2	off	off	off
303	сидеть	sit	94	0,48	2,24	211	4,86	1,18	1,04	4,65	538,1	2	5	1	off	off	off
304	скакать	trottle	87	1	2,91	202	3,13	1,71	1,18	3,61	15,3	2	6	1	off	on	off
305	складывать	stack	56	1,99	3,58	426	2,96	1,62	1,38	2,38	13,4	4	11	2	off	off	off
306	слезать	come down	46	2,37	2,93	207	3,57	1,60	1,17	3,30	4,1	3	8	1	off	off	off
307	слушать	listen	94	0,40	2,25	233	4,89	1,23	1,38	2,86	239,5	3	8	2	off	on	off
308	смеяться	laugh	86	0,92	2,57	182	4,91	1,25	1,06	4,56	117,9	3	7	1	on	off	off
309	смотреть	watch	56	1,93	2,34	196	3,47	1,14	1,30	3,26	667,2	2	7	2	off	on	off
310	смотреть	watch	97	0,24	2,31	250	4,67	1,67	1,44	2,05	667,2	2	7	2	off	off	off
311	собирать	gather	96	0,30	3,01	236	3,58	1,44	1,45	3,27	75,1	4	9	2	off	off	off
312	солить	salt	84	0,93	2,34	188	4,51	1,90	1,12	4,41	2,1	2	5	2	off	on	on
313	сосать	suck	78	1,29	3,15	343	3,29	1,63	1,23	3,07	7,5	2	5	2	off	off	off
314	сохнуть	dry intr	37	2,75	3,30	181	3,25	2,12	1,54	2,77	4,8	2	6	1	off	off	off
315	сочинять	compose	82	1,12	2,84	159	3,20	2,19	2,15	3,57	21,6	4	9	2	off	off	off
316	спасать	save	91	0,70	3,56	297	2,90	1,99	1,90	3,92	33,1	3	8	2	off	off	off
317	спать	sleep	88	0,84	2,42	158	4,77	1,09	1,00	4,77	221,9	1	4	1	off	off	off
318	списывать	copy	54	2,66	2,87	417	3,99	2,74	1,19	4,38	4,1	4	10	2	off	on	off
319	спускаться	go down	96	0,27	2,78	330	4,68	1,71	1,16	4,36	34,3	4	10	1	on	off	off
320	ставить	put	81	1,30	3,03	271	3,97	1,43	1,47	3,96	138,7	2	6	3	off	off	off
321	стирать	wash	97	0,24	2,53	248	3,99	1,76	1,21	4,61	13,8	3	8	2	off	on	on
322	стирать	wash	94	0,41	2,38	196	4,49	1,93	1,13	4,33	13,8	3	8	2	off	off	off
323	сторожить	guard	42	2,07	2,79	170	2,82	2,18	1,76	4,04	5,3	3	8	2	off	off	off
324	стоять	stand	81	1,44	2,32	200	4,61	1,07	1,10	4,61	419,3	2	5	1	off	off	off
325	стрелять	shoot	89	0,81	2,81	118	2,94	2,04	1,11	4,04	61,7	3	9	1	off	on	off
326	стричь	cut (one's hair)	93	0,46	3,09	165	4,03	1,65	1,16	4,32	9,3	2	7	2	off	on	off
327	строгать	plane	85	1,11	2,70	162	2,37	2,77	1,55	4,43	1,3	3	9	2	off	on	off
328	строить	build	66	1,46	2,97	252	2,98	1,47	1,18	4,46	82,2	2	6	2	off	on	off
329	стучать	knock	77	0,83	2,28	274	4,61	1,82	1,24	3,90	35,7	2	6	1	off	off	off
330	стучать	hit	56	2,46	2,75	193	3,17	1,52	1,10	2,68	35,7	2	6	1	off	on	off
331	сушить	dry	98	0,14	2,40	216	4,41	1,57	1,53	2,59	6,4	2	5	2	off	on	off
332	считать	count	85	0,91	2,83	207	3,70	1,62	1,51	3,37	455,3	3	7	1 / 2	off	on	on
333	считать	count	70	1,19	2,52	163	4,37	1,67	1,48	2,77	455,3	3	7	2	off	off	off
334	танцевать	dance	98	0,14	2,30	194	4,23	1,54	1,09	4,23	41,7	3	8	1 / 2	off	off	off
335	таять	melt intr	98	0,16	2,21	153	3,86	1,81	1,23	3,95	11,8	2	5	1	off	off	off
336	тереть	rub	93	0,43	2,65	186	4,45	1,86	1,35	4,14	8,6	1	4	2	off	on	on
337	течь	flow	52	1,39	2,00	182	4,73	2,25	1,49	3,19	33,7	2	5	1	off	off	off
338	ткать	weave	73	1,84	3,79	420	1,90	2,89	2,09	4,31	1,7	1	4	2	off	on	on
339	толкать	push	94	0,41	2,84	237	3,10	1,32	1,13	2,72	18,5	3	8	2	off	off	off
340	тонуть	drown	88	0,91	3,10	202	2,54	2,10	1,22	3,87	12,5	2	5	1	off	off	off
341	топить	stoke	91	0,67	2,90	306	2,32	1,76	1,31	3,06	11,3	2	5	2	off	off	off
342	точить	grind	94	0,37	2,88	269	2,34	2,20	1,25	2,75	4,9	2	5	2	off	on	on
343	трясти	shake	57	2,69	3,28	439	3,53	1,71	1,21	3,34	17,5	2	6	2	off	off	off
344	тушить	put out	96	0,30	3,10	373	2,85	2,29	1,28	3,48	5,2	2	5	2	off	on	on
345	убегать	run away	75	1,63	2,60	274	3,37	1,72	1,19	4,17	17,1	4	8	1	off	off	off
346	уезжать	drive away	42	2,03	3,24	465	3,84	1,68	1,44	3,03	50,7	4	8	1	off	on	off
347	укачивать	rock to sleep	30	2,33	2,74	370	3,04	2,26	1,58	3,20	1,3	5	10	2	off	on	off
348	улыбаться	smile	63	2,19	2,39	141	4,59	1,20	1,01	4,40	111,3	5	9	1	on	off	off
349	умирать	die	41	3,66	3,83	339	2,57	2,10	2,23	2,96	62	4	8	1	off	off	off
350	умывать	wash one's face	83	1,15	2,97	237	3,43	1,36	1,11	4,60	1,1	4	8	2	off	on	off
351	умываться	wash one's own face	96	0,32	2,73	212	4,93	1,29	1,05	4,72	5,6	5	9	1	on	on	off
352	уползать	crawl away	45	2,01	2,93	367	2,86	1,73	1,33	3,83	1,2	4	9	1	off	off	off
353	уступать	let sit	66	1,91	3,43	587	4,28	2,39	1,56	4,41	27,6	4	9	3	off	off	off
354	уходить	go away	67	1,88	3,06	481	4,41	1,35	1,21	3,96	192,7	3	6	1	off	off	off
355	учить	teach	57	2,11	2,99	287	4,50	1,94	1,54	3,83	76,7	2	4	2	off	off	off
356	фехтовать	fence	82	1,26	2,24	159	2,43	3,18	1,18	4,68	0,5	3	8	1	off	on	off
357	фотографировать	take photos	88	0,67	2,87	247	4,52	1,92	1,08	4,63	5,6	6	14	1	off	on	on
358	хлопать	clap	66	1,29	2,16	150	4,56	1,40	1,24	4,28	20,2	3	8	1	off	off	off
359	хмуриться	frown	64	2,00	2,25	171	3,90	1,99	1,24	4,63	5,8	3	7	1	on	off	off
360	хрюкать	grunt	80	1,30	2,23	109	2,66	1,57	1,29	4,79	1,4	3	8	1	off	off	off
361	царапать	scratch	44	2,63	2,75	289	3,67	1,58	1,25	4,04	4,5	4	9	2	off	off	off
362	царапать	scratch	49	2,68	2,26	157	2,78	1,53	1,21	2,33	4,5	4	9	2	off	on	off
363	цвести	blossom	94	0,41	3,35	528	3,94	1,90	1,29	4,22	17,4	2	6	1	off	off	off
364	целиться	aim	62	1,54	2,93	129	3,03	2,51	1,38	3,99	5	3	6	2	on	on	off
365	целовать	kiss tr	88	0,94	2,58	195	3,50	1,40	1,05	3,01	40,7	3	7	2	off	off	off
366	целоваться	kiss one another	96	0,32	2,30	239	4,61	1,97	1,05	4,45	13,6	4	8	1	on	off	off
367	чертить	chart	99	0,08	2,59	180	3,22	2,78	1,33	4,64	4,2	2	6	2	off	on	off
368	чесаться	scratch oneself	62	1,29	2,28	213	4,12	1,69	1,11	3,18	5,1	3	6	1	on	off	off
369	чинить	repair	63	1,98	3,46	349	2,91	1,82	1,92	3,41	8	2	5	2	off	on	off
370	чистить	brush	100	0,00	2,62	215	4,72	1,39	1,27	3,10	17	2	6	2	off	on	off
371	читать	read	94	0,48	2,21	152	4,70	1,37	1,09	4,60	304,4	3	7	2	off	off	off
372	чихать	sneeze	58	1,38	2,71	211	4,21	1,34	1,10	4,39	3,8	3	7	1	off	off	off
373	чокаться	clinck glasses	93	0,52	2,08	161	3,90	2,55	1,13	4,89	3,3	4	8	1	on	off	off
374	шептать	whisper	65	1,69	2,55	263	4,18	1,93	1,26	4,47	28,1	2	6	1	off	off	off
375	шипеть	hiss	87	0,92	2,55	237	2,76	1,93	1,68	3,53	8,5	2	5	1	off	off	off
376	шить	sew	77	1,01	3,15	233	3,55	1,71	1,06	4,16	16	1	4	2	off	on	on
377	щекотать	tickle	70	2,03	2,95	321	3,64	1,45	1,13	4,37	4,8	3	7	2	off	off	off
378	щипать	pinck	77	1,53	1,97	337	3,20	1,60	1,19	3,66	4	2	6	2	off	off	off
379	щуриться	squint	50	2,76	2,29	168	4,29	2,27	1,17	3,44	7,3	3	6	1	on	off	off
